"Season","TeamName","Tempo","RankTempo","AdjTempo","RankAdjTempo","OE","RankOE","AdjOE","RankAdjOE","DE","RankDE","AdjDE","RankAdjDE","AdjEM","RankAdjEM"
"2026","Prairie View A&M",74.9825,41,72.763,50,95.0289,309,98.7677,336,117.218,302,111.781,267,-13.0132,323
"2026","Presbyterian",63.5804,359,64.3947,364,92.9383,326,100.176,311,112.043,252,110.695,235,-10.5186,293
"2026","Princeton",71.1107,161,70.0679,179,96.2349,299,101.962,276,111.137,239,109.043,194,-7.08131,246
"2026","Providence",75.878,27,73.5919,25,120.538,51,116.615,52,105.616,155,102.943,92,13.6725,59
"2026","Purdue",67.8229,271,66.7038,343,127.564,12,129.138,1,101.228,108,97.1819,16,31.9561,2
"2026","Purdue Fort Wayne",71.4146,146,70.4768,152,102.517,229,106.048,198,121.505,335,113.776,314,-7.72784,258
"2026","Queens",69.5713,213,69.7834,199,115.919,81,112.473,99,120.7,329,115.946,341,-3.47285,199
"2026","Quinnipiac",73.4229,77,73.4936,28,102.206,235,106.018,199,111.267,242,108.047,168,-2.02972,174
"2026","Radford",73.8482,68,72.524,57,97.0655,290,104.041,238,116.513,297,111.774,265,-7.73261,259
"2026","Rhode Island",66.8714,308,68.8252,245,114.739,92,111.247,110,100.093,96,103.847,100,7.40011,102
"2026","Rice",69.4369,220,68.9504,235,97.517,287,103.049,257,111.243,241,110.003,215,-6.95411,243
"2026","Richmond",73.0406,89,69.1681,221,125.507,22,112.864,94,94.9695,47,105.53,116,7.33394,103
"2026","Rider",68.72,242,69.4583,213,81.5683,363,97.2336,349,124.208,350,114.413,327,-17.1794,347
"2026","Robert Morris",66.1611,327,68.929,239,99.9717,257,104.58,228,116.413,296,109.043,193,-4.46244,207
"2026","Rutgers",66.0518,330,67.7882,301,106.483,172,107.351,168,103.018,123,105.546,117,1.80415,136
"2026","Sacramento St.",71.6375,138,71.8363,85,94.5298,315,101.794,283,111.537,247,111.053,247,-9.25911,281
"2026","Sacred Heart",69.7411,207,70.875,129,107.884,157,107.403,164,122.976,342,116.452,344,-9.04908,278
"2026","Saint Francis",73.185,83,71.3005,115,85.9442,356,94.7038,359,123.477,346,115.83,340,-21.1261,360
"2026","Saint Joseph's",74.1825,58,71.6534,95,102.314,232,105.575,209,112.055,253,106.794,148,-1.21981,162
"2026","Saint Louis",77.795,8,73.8511,20,122.698,35,114.874,70,87.9118,10,99.4194,35,15.455,50
"2026","Saint Mary's",67.5825,283,66.2238,349,126.083,19,118.063,44,90.1656,25,97.787,22,20.2757,25
"2026","Saint Peter's",68.235,258,67.4655,315,99.4587,267,99.5848,322,113.411,268,111.033,246,-11.4481,305
"2026","Sam Houston St.",71.7458,131,70.6875,139,108.738,149,108.639,142,117.633,307,110.077,219,-1.43786,165
"2026","Samford",68.2545,256,68.1096,283,109.665,140,108.757,135,111.326,243,112.329,284,-3.57259,202
"2026","San Diego",68.6075,247,70.9877,126,103.975,203,104.619,226,109.387,208,111.989,271,-7.36942,253
"2026","San Diego St.",70.0905,197,69.8958,190,111.054,125,116.129,57,102.86,120,99.6965,41,16.4325,45
"2026","San Francisco",67.2525,295,68.7303,252,115.659,84,114.495,74,100.862,104,102.166,79,12.3294,71
"2026","San Jose St.",65.9925,331,66.8517,339,102.749,225,107.162,172,120.348,326,111.234,251,-4.07167,204
"2026","Santa Clara",67.9875,264,70.3668,158,119.631,56,116.072,59,92.5581,32,101.558,71,14.5133,54
"2026","Seattle",72.3375,112,70.4296,154,113.838,98,108.276,150,99.0835,85,102.563,83,5.71295,111
"2026","Seton Hall",66.4661,316,67.0917,328,114.185,95,111.161,111,91.8504,29,98.4343,24,12.7262,67
"2026","Siena",64.5521,356,67.0845,329,109.851,134,106.651,181,101.175,106,108.434,177,-1.7832,170
"2026","SIUE",67.6937,279,68.1101,281,100.674,247,102.479,268,104.266,138,105.878,127,-3.39883,198
"2026","SMU",76.5696,18,72.8947,44,120.721,49,117.84,45,95.3849,50,101.243,66,16.5963,44
"2026","South Alabama",65.7896,340,66.0083,355,109.783,138,106.432,186,105.409,154,108.627,181,-2.19477,180
"2026","South Carolina",68.4824,250,68.3274,270,117.252,73,114.148,75,102.45,115,104.686,106,9.4618,89
"2026","South Carolina St.",73.5679,74,72.2282,68,88.9077,347,96.1738,356,120.112,324,113.738,312,-17.5645,348
"2026","South Dakota",73.9262,64,73.0825,39,105.783,186,105.401,211,113.058,266,115.744,338,-10.3435,290
"2026","South Dakota St.",69.1675,231,70.2006,166,103.378,214,106.468,183,100.434,99,107.633,161,-1.16486,160
"2026","South Florida",79.065,5,74.2203,16,127.263,14,116.143,56,102.091,112,105.568,118,10.5745,85
"2026","Southeast Missouri",74.8225,44,72.4213,59,100.868,244,103.622,249,115.998,290,108.547,180,-4.92496,214
"2026","Southeastern Louisiana",68.6875,244,69.0265,229,86.8461,352,99.4621,325,106.343,166,107.137,152,-7.67479,257
"2026","Southern",75.9744,24,73.1408,34,98.4614,275,104.019,239,120.657,328,107.504,158,-3.48492,200
"2026","Southern Illinois",72.4306,107,71.8874,82,112.974,103,109.753,122,106.408,169,106.381,137,3.37178,128
"2026","Southern Indiana",76.6825,16,73.7192,22,94.132,319,99.1065,329,111.38,245,112.04,274,-12.9331,322
"2026","Southern Miss",65.8989,335,67.8839,295,115.976,80,108.008,155,114.202,274,112.889,300,-4.88189,213
"2026","Southern Utah",74.8475,43,72.0476,75,92.8674,327,101.456,288,129.433,364,114.771,329,-13.3147,324
"2026","St. Bonaventure",67.3604,292,67.8848,294,114.656,94,111.106,112,105,147,106.695,146,4.41153,121
"2026","St. John's",77.3479,10,73.6023,24,123.424,32,123.67,9,97.3768,66,97.3209,18,26.3491,12
"2026","St. Thomas",71.2094,156,70.1361,171,106.076,182,105.978,202,105.677,156,108.219,173,-2.24104,181
"2026","Stanford",74.7025,45,72.3347,61,112.267,114,110.173,119,95.8327,56,102.043,77,8.12939,94
"2026","Stephen F. Austin",68.715,243,68.5489,262,112.734,107,106.716,180,99.1277,86,105.833,126,0.883544,143
"2026","Stetson",70.9354,164,70.0159,184,98.1182,280,100.728,301,114.857,277,116.051,342,-15.323,339
"2026","Stonehill",70.6141,178,69.8492,195,89.3734,344,96.1941,355,108.002,187,110.058,218,-13.8642,329
"2026","Stony Brook",66.08,329,68.2335,274,105.722,187,104.681,222,107.936,182,111.727,262,-7.04584,244
"2026","Syracuse",67.9847,266,70.4194,155,110.638,127,113.856,76,86.9015,6,99.8566,45,13.9992,57
"2026","Tarleton St.",71.9125,125,70.3918,157,108.325,154,106.34,191,116.003,291,109.728,209,-3.38737,197
"2026","TCU",71.74,133,69.6078,209,111.375,121,110.915,114,88.8498,14,99.6903,39,11.225,77
"2026","Temple",67.7438,275,69.327,215,118.221,65,112.912,92,109.605,210,111.776,266,1.13544,139
"2026","Tennessee",70.1214,196,69.1154,224,124.712,26,121.394,14,90.9605,27,94.4909,10,26.903,10
"2026","Tennessee Martin",70.8525,167,68.9301,238,103.436,213,101.949,277,106.195,163,109.159,196,-7.21068,250
"2026","Tennessee St.",77.675,9,74.1374,17,95.4654,304,103.07,256,110.64,229,108.48,178,-5.41008,223
"2026","Tennessee Tech",71.4187,144,70.726,137,98.359,276,98.7666,337,103.651,129,111.616,260,-12.8495,321
"2026","Texas",70.4229,184,69.967,186,119.299,58,115.916,61,94.6215,45,99.246,30,16.6698,43
"2026","Texas A&M",75.7875,28,73.1871,33,122.696,36,115.459,65,102.936,121,102.8,88,12.6589,68
"2026","Texas A&M Corpus Chris",71.875,126,69.6749,207,87.0821,351,101.208,294,109.953,214,108.128,170,-6.91996,242
"2026","Texas Southern",72.8367,96,71.7732,90,91.9438,332,101.242,292,128.89,361,113.806,317,-12.5646,320
"2026","Texas St.",67.7292,278,67.7701,303,99.4895,266,101.965,274,98.8021,82,105.498,115,-3.53274,201
"2026","Texas Tech",70.9167,165,68.8911,242,115.56,86,120.025,26,106.199,164,99.8484,44,20.1769,27
"2026","The Citadel",68.5031,249,68.4988,264,102.074,236,101.159,295,124.169,349,120.106,363,-18.9464,355
"2026","Toledo",70.0354,199,70.1153,173,115.352,89,113.274,83,109.11,201,112.749,298,0.524363,146
"2026","Towson",62.5917,364,65.4392,359,99.929,260,106.21,193,97.6044,68,101.727,73,4.48328,120
"2026","Troy",71.5424,142,70.1353,172,106.493,171,109.386,129,110.327,221,105.087,110,4.2987,122
"2026","Tulane",66.6861,313,68.47,265,112.572,110,112.718,97,116.233,295,112.749,297,-0.0314049,151
"2026","Tulsa",68.5475,248,68.5545,260,122.466,40,115.773,63,104.804,145,106.352,136,9.42103,90
"2026","UAB",72.775,101,71.6963,92,113.392,101,113.136,88,99.8339,93,105.312,112,7.82336,97
"2026","UC Davis",69.9875,201,69.9245,189,107.604,160,103.6,250,102.304,114,105.672,119,-2.07194,178
"2026","UC Irvine",70.615,176,71.6497,96,90.0135,343,100.453,304,95.6405,52,99.4998,38,0.953171,142
"2026","UC Riverside",70.7917,170,70.046,180,104.404,201,104.388,231,106.85,175,111.209,250,-6.82099,238
"2026","UC San Diego",69.7475,206,70.0741,177,117.364,72,112.458,100,101.238,109,106.46,138,5.99797,108
"2026","UC Santa Barbara",67.4247,290,68.5076,263,113.86,97,112.045,102,113.883,270,110.609,230,1.43588,137
"2026","UCF",72.8286,98,71.5343,103,122.309,41,118.331,39,109.376,207,105.774,125,12.5572,69
"2026","UCLA",67.8554,270,67.4507,316,113.685,99,115.807,62,93.0893,35,96.6235,14,19.1833,33
"2026","UMass Lowell",71.2271,154,71.5615,101,94.9915,311,103.65,248,124.243,351,117.186,350,-13.5358,327
"2026","UMBC",69.1135,232,70.3519,159,96.7354,294,103.085,255,110.985,236,113.787,315,-10.7015,297
"2026","UNC Asheville",70.1825,195,68.8755,243,103.328,215,105.547,210,110.274,219,112.627,294,-7.08041,245
"2026","UNC Greensboro",71.1329,160,69.2821,216,99.8686,262,103.167,254,118.643,318,112.31,281,-9.14293,280
"2026","UNC Wilmington",67.5938,282,66.9289,337,117.113,74,112.73,96,102.759,118,107.912,165,4.81792,115
"2026","UNLV",77.175,12,74.4739,11,113.226,102,113.237,86,112.405,258,108.41,176,4.82637,114
"2026","USC",74.3523,55,72.9902,41,117.498,71,118.715,36,98.9712,84,99.1986,29,19.5162,32
"2026","USC Upstate",70,200,71.4131,109,102.739,226,100.758,300,107.958,185,112.872,299,-12.1135,311
"2026","UT Arlington",69.73,209,70.0345,181,100.234,253,104.199,235,98.406,76,105.77,124,-1.57074,168
"2026","UT Rio Grande Valley",71.9475,124,71.7801,89,106.052,183,107.943,156,115.132,279,110.777,236,-2.8337,185
"2026","Utah",72.3075,115,71.1355,122,112.084,116,109.469,128,106.459,171,107.28,154,2.18947,133
"2026","Utah St.",70.915,166,70.728,136,121,48,120.329,25,94.5765,44,100.049,49,20.2798,24
"2026","Utah Tech",68.7471,239,67.5847,310,98.1071,281,100.227,309,107.945,183,108.749,185,-8.52131,272
"2026","Utah Valley",71.4969,143,70.7538,134,106.709,170,109.568,127,104.377,143,103.859,102,5.70959,112
"2026","UTEP",67.0125,305,68.0026,289,86.4345,354,99.5554,323,110.467,224,105.691,122,-6.13582,232
"2026","UTSA",68.68,245,70.1434,170,99.0814,270,103.841,244,105.354,153,108.888,187,-5.04692,217
"2026","Valparaiso",68.0875,263,68.1952,277,103.698,209,104.719,221,104.028,132,110.015,216,-5.2957,222
"2026","Vanderbilt",74.1775,59,71.7271,91,138.798,1,124.766,6,98.3867,75,100.021,47,24.7449,17
"2026","VCU",73.76,71,73.2842,32,118.679,63,113.532,77,96.9461,62,98.6804,27,14.8512,52
"2026","Vermont",67.863,269,68.1089,284,112.854,106,109.727,124,116.042,292,112.606,293,-2.87967,187
"2026","Villanova",66.2292,324,66.9474,335,125.789,20,118.269,42,103.382,127,100.98,63,17.2883,40
"2026","Virginia",68.2167,259,68.4398,267,126.854,17,119.362,32,98.3095,74,102.427,82,16.9341,42
"2026","Virginia Tech",73.3036,80,71.0737,124,122.497,39,116.97,51,96.4027,60,102.831,90,14.1392,56
"2026","VMI",69.8542,205,69.9621,188,99.7004,263,102.179,271,122.843,339,116.518,346,-14.3383,331
"2026","Wagner",68.4308,253,67.9127,292,97.4279,288,98.0144,344,112.713,263,111.505,256,-13.4907,326
"2026","Wake Forest",74.6002,51,72.5251,56,115.671,83,115.167,67,94.3647,41,97.6946,21,17.4725,39
"2026","Washington",70.2695,190,69.0017,231,116.266,77,115.721,64,97.6364,69,100.899,61,14.8217,53
"2026","Washington St.",69.3083,226,69.876,193,118.06,66,113.503,78,118.972,320,114.037,322,-0.53363,155
"2026","Weber St.",72.9506,92,70.5712,147,106.09,181,106.171,195,110.6,227,112.198,278,-6.02669,230
"2026","West Georgia",70.2875,188,69.9645,187,97.6609,286,101.915,278,110.392,222,113.063,303,-11.1478,299
"2026","West Virginia",66.225,326,66.1745,352,107.693,159,110.271,118,90.8035,26,98.9574,28,11.3139,75
"2026","Western Carolina",73.6725,73,72.33,63,92.1842,331,101.482,287,111.119,238,108.933,189,-7.45123,254
"2026","Western Illinois",66.8125,311,66.7503,341,95.9258,303,98.9741,333,115.558,285,116.928,347,-17.9543,350
"2026","Western Kentucky",76.0792,22,73.1262,37,115.65,85,107.793,159,101.209,107,107.62,159,0.173144,150
"2026","Western Michigan",73.5229,75,71.5141,104,104.569,197,103.918,242,105.847,158,110.44,225,-6.52274,237
"2026","Wichita St.",68.15,260,69.0922,225,119.437,57,111.618,105,92.6524,33,102.978,93,8.64069,93
"2026","William & Mary",76.8146,15,75.8234,5,103.322,216,108.712,139,98.6233,81,106.315,133,2.39659,131
"2026","Winthrop",72.2232,116,71.4494,108,114.111,96,112.896,93,106.342,165,106.272,132,6.62399,106
"2026","Wisconsin",70.7925,169,70.349,160,125.642,21,121.288,16,100.749,102,100.613,59,20.675,23
"2026","Wofford",70.7575,173,69.7941,198,105.017,191,106.449,184,113.943,271,111.473,254,-5.02395,216
"2026","Wright St.",67.735,277,67.5186,311,110.001,133,107.387,165,102.58,116,106.755,147,0.63217,144
"2026","Wyoming",73.77,70,70.7948,133,111.117,124,106.963,176,94.4234,42,104.916,107,2.04695,134
"2026","Xavier",70.4589,182,71.4766,107,106.045,184,111.407,108,104.151,136,102.132,78,9.2752,92
"2026","Yale",67.1732,299,67.856,296,127.63,11,120.346,24,110.665,230,108.833,186,11.5131,74
"2026","Youngstown St.",70.2708,189,70.5962,146,102.521,228,104.931,216,108.976,197,107.363,155,-2.43216,183
